corpus_id,candidate_id,acn,query_id,silver_screening_status,silver_primary_event_type,silver_secondary_event_types,silver_multi_event_flag,reason_for_exclusion,labeler,label_date,verification_status,author_verification_status,author_verification_date
ASRS_GOPS_00843,CAND_000896,2171322,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00844,CAND_008674,944253,Q04;Q11,include_ground_cabin_event,other_ground_operation,baggage_cargo_weight_balance,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00845,CAND_001581,2039629,Q04,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00846,CAND_003472,1754172,Q04;Q11,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00847,CAND_002998,1809158,Q04,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00848,CAND_001948,1970145,Q04;Q11,include_ground_cabin_event,pushback_towing_chocks,baggage_cargo_weight_balance,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00849,CAND_005069,1541062,Q04;Q12,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00850,CAND_008666,945546,Q04;Q10;Q11;Q12,include_ground_cabin_event,pushback_towing_chocks,baggage_cargo_weight_balance;fueling;maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00851,CAND_004221,1667329,Q04,include_ground_cabin_event,other_ground_operation,ramp_ground_handling;baggage_cargo_weight_balance,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00852,CAND_001518,2052300,Q04,include_ground_cabin_event,pushback_towing_chocks,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00853,CAND_005570,1457861,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00854,CAND_006720,1288559,Q04;Q11,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00855,CAND_008714,937447,Q04,include_ground_cabin_event,pushback_towing_chocks,baggage_cargo_weight_balance,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00856,CAND_000612,2220505,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00857,CAND_005763,1424785,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00858,CAND_000832,2184217,Q04;Q11,include_ground_cabin_event,hazmat_mobility_device,pushback_towing_chocks,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00859,CAND_000144,2295036,Q04,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00860,CAND_007540,1141702,Q04,include_ground_cabin_event,other_ground_operation,pushback_towing_chocks;gate_or_boarding;ramp_ground_handling;baggage_cargo_weight_balance;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00861,CAND_004170,1672656,Q04,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00862,CAND_007937,1061682,Q04,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00863,CAND_005179,1522880,Q04,include_ground_cabin_event,other_ground_operation,pushback_towing_chocks;ramp_ground_handling,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00864,CAND_001938,1971851,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00865,CAND_001859,1984016,Q04;Q10;Q12,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00866,CAND_004101,1680496,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00867,CAND_001454,2066426,Q04,include_ground_cabin_event,pushback_towing_chocks,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00868,CAND_005160,1525004,Q04,include_ground_cabin_event,pushback_towing_chocks,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00869,CAND_000541,2232214,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00870,CAND_006446,1322319,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00871,CAND_001123,2129042,Q04;Q10,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00872,CAND_007794,1090103,Q04;Q09;Q11,include_ground_cabin_event,ramp_ground_handling,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00873,CAND_007555,1136840,Q04,include_ground_cabin_event,pushback_towing_chocks,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00874,CAND_006636,1301295,Q04;Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00875,CAND_000444,2248059,Q04,include_ground_cabin_event,jetway_or_gate_infrastructure,pushback_towing_chocks;maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00876,CAND_007870,1076259,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00877,CAND_002600,1877689,Q04,include_ground_cabin_event,other_ground_operation,pushback_towing_chocks;ramp_ground_handling;maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00878,CAND_003329,1768645,Q04,include_ground_cabin_event,other_ground_operation,pushback_towing_chocks;ramp_ground_handling,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00879,CAND_005443,1478232,Q04,include_ground_cabin_event,other_ground_operation,ramp_ground_handling,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00880,CAND_003131,1787859,Q04,include_ground_cabin_event,pushback_towing_chocks,baggage_cargo_weight_balance;fueling;cabin_service;maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00881,CAND_000854,2178824,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00882,CAND_007832,1082940,Q04;Q10,include_ground_cabin_event,jetway_or_gate_infrastructure,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00883,CAND_002668,1866849,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00884,CAND_000102,2301998,Q04,include_ground_cabin_event,other_ground_operation,pushback_towing_chocks,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00885,CAND_002855,1832716,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00886,CAND_000509,2236551,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00887,CAND_000759,2200220,Q04,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00888,CAND_004878,1577830,Q04,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00889,CAND_006911,1260663,Q04;Q12,include_ground_cabin_event,pushback_towing_chocks,baggage_cargo_weight_balance;fueling,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00890,CAND_000572,2226429,Q04,include_ground_cabin_event,hazmat_mobility_device,pushback_towing_chocks,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00891,CAND_000969,2159433,Q04,include_ground_cabin_event,pushback_towing_chocks,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00892,CAND_006450,1321429,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00893,CAND_006134,1368177,Q04,include_ground_cabin_event,other_ground_operation,pushback_towing_chocks,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00894,CAND_005549,1461932,Q04,include_ground_cabin_event,baggage_cargo_weight_balance,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00895,CAND_001296,2098069,Q04;Q10,include_ground_cabin_event,baggage_cargo_weight_balance,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00896,CAND_001090,2134031,Q04,include_ground_cabin_event,pushback_towing_chocks,cabin_service,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00897,CAND_006804,1277460,Q04,include_ground_cabin_event,other_ground_operation,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00898,CAND_006137,1367251,Q04,include_ground_cabin_event,hazmat_mobility_device,pushback_towing_chocks;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00899,CAND_008108,1022294,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00900,CAND_003785,1711868,Q04;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00901,CAND_001384,2078329,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00902,CAND_007283,1194244,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00903,CAND_006579,1307718,Q04,include_ground_cabin_event,pushback_towing_chocks,baggage_cargo_weight_balance;maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00904,CAND_005944,1403720,Q04;Q11,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00905,CAND_000029,2316135,Q04,include_ground_cabin_event,other_ground_operation,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00906,CAND_003023,1805497,Q04,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00907,CAND_001673,2018957,Q04;Q10,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00908,CAND_005920,1406975,Q04;Q09;Q12,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00909,CAND_007071,1235237,Q04;Q11,include_ground_cabin_event,other_ground_operation,ramp_ground_handling,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00910,CAND_004218,1667763,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00911,CAND_005158,1525572,Q04;Q10;Q11,include_ground_cabin_event,pushback_towing_chocks,baggage_cargo_weight_balance,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00912,CAND_007169,1216321,Q04;Q10,include_ground_cabin_event,jetway_or_gate_infrastructure,pushback_towing_chocks,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00913,CAND_003469,1754287,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00914,CAND_008523,963308,Q04;Q10,include_ground_cabin_event,other_ground_operation,pushback_towing_chocks;gate_or_boarding;ramp_ground_handling;baggage_cargo_weight_balance;maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00915,CAND_005266,1513375,Q04,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00916,CAND_005478,1471369,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00917,CAND_003661,1732893,Q04;Q10;Q11,include_ground_cabin_event,ramp_ground_handling,baggage_cargo_weight_balance,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00918,CAND_008214,1003063,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00919,CAND_007966,1054867,Q04,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00920,CAND_003900,1696673,Q04,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00921,CAND_005264,1513854,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00922,CAND_007933,1062250,Q04,include_ground_cabin_event,pushback_towing_chocks,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00923,CAND_000997,2153308,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00924,CAND_001009,2151163,Q04;Q10,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00925,CAND_004561,1613119,Q04,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00926,CAND_001677,2018269,Q04;Q12,include_ground_cabin_event,pushback_towing_chocks,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00927,CAND_001923,1974819,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00928,CAND_004034,1685426,Q04,include_ground_cabin_event,ramp_ground_handling,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00929,CAND_007182,1213277,Q04,include_ground_cabin_event,other_ground_operation,pushback_towing_chocks;ramp_ground_handling;baggage_cargo_weight_balance;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00930,CAND_002212,1928814,Q04;Q11,include_ground_cabin_event,ramp_ground_handling,baggage_cargo_weight_balance;maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00931,CAND_001063,2139141,Q04,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00932,CAND_006015,1391166,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00933,CAND_000931,2165915,Q04,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00934,CAND_006747,1285174,Q04;Q11,include_ground_cabin_event,ramp_ground_handling,baggage_cargo_weight_balance,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00935,CAND_002160,1938943,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00936,CAND_005081,1539844,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00937,CAND_004156,1674096,Q04,include_ground_cabin_event,other_ground_operation,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00938,CAND_004566,1612497,Q04,include_ground_cabin_event,other_ground_operation,pushback_towing_chocks;gate_or_boarding;ramp_ground_handling;baggage_cargo_weight_balance;maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00939,CAND_006683,1294934,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00940,CAND_005487,1469664,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00941,CAND_000733,2203580,Q04,include_ground_cabin_event,pushback_towing_chocks,baggage_cargo_weight_balance;maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00942,CAND_000092,2303197,Q04;Q11,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00943,CAND_000550,2230158,Q04,include_ground_cabin_event,other_ground_operation,pushback_towing_chocks;ramp_ground_handling,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00944,CAND_003630,1738223,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00945,CAND_001304,2097058,Q04;Q12,include_ground_cabin_event,pushback_towing_chocks,fueling,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00946,CAND_007668,1113274,Q04;Q10,include_ground_cabin_event,ramp_ground_handling,baggage_cargo_weight_balance;maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00947,CAND_000414,2251949,Q04,include_ground_cabin_event,pushback_towing_chocks,baggage_cargo_weight_balance,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00948,CAND_002685,1864088,Q04,include_ground_cabin_event,pushback_towing_chocks,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00949,CAND_006264,1345738,Q04,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00950,CAND_007474,1154273,Q04;Q12,include_ground_cabin_event,ramp_ground_handling,fueling,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00951,CAND_005712,1432824,Q04,include_ground_cabin_event,other_ground_operation,pushback_towing_chocks;ramp_ground_handling;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00952,CAND_004562,1612990,Q04,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00953,CAND_007871,1076034,Q04;Q09,include_ground_cabin_event,other_ground_operation,pushback_towing_chocks,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00954,CAND_005145,1530179,Q04;Q10,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00955,CAND_004026,1686068,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00956,CAND_007316,1187205,Q04,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00957,CAND_007359,1178029,Q04,include_ground_cabin_event,other_ground_operation,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00958,CAND_003523,1750007,Q04,include_ground_cabin_event,hazmat_mobility_device,pushback_towing_chocks;maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00959,CAND_004587,1610754,Q04;Q09,include_ground_cabin_event,other_ground_operation,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00960,CAND_000090,2303503,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00961,CAND_005331,1502532,Q04,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00962,CAND_007311,1188183,Q04,include_ground_cabin_event,other_ground_operation,pushback_towing_chocks;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00963,CAND_004696,1599493,Q04;Q10;Q12,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00964,CAND_007094,1231513,Q04,include_ground_cabin_event,pushback_towing_chocks,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00965,CAND_001746,2007442,Q04,include_ground_cabin_event,other_ground_operation,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00966,CAND_001731,2009557,Q04,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
